Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P40040|THO1_YEAST	P40040	THO1_YEAST	THO1	218	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein THO1	1:Experimental evidence at protein level	8.26	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	3.3196212E7	3.3196212E7	3.3196212E7			
sp|P40043|RGI1_YEAST	P40043	RGI1_YEAST	RGI1	161	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Respiratory growth induced protein 1	1:Experimental evidence at protein level	36.02	1.0000	0.9990	0.00000000000000	3	3	3	7	7	7	8.426456E7	8.426456E7	8.426456E7	26C(57.0215)		
sp|P40047|ALDH5_YEAST	P40047	ALDH5_YEAST	ALD5	520	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Aldehyde dehydrogenase 5, mitochondrial	1:Experimental evidence at protein level	11.73	1.0000	0.9990	0.00000000000000	7	7	7	6	6	6	2.0785652E7	2.0785652E7	2.0785652E7			
sp|P40053|AIM9_YEAST	P40053	AIM9_YEAST	AIM9	627	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Altered inheritance of mitochondria protein 9, mitochondrial	1:Experimental evidence at protein level	11.64	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	2.0819016E7	2.0819016E7	2.0819016E7			
sp|P40054|SERA_YEAST	P40054	SERA_YEAST	SER3	469	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	D-3-phosphoglycerate dehydrogenase 1	1:Experimental evidence at protein level	31.34	1.0000	0.9990	0.00000000000000	13	5	13	14	4	14	4.1442576E7	3.636366E7	4.1442576E7			
sp|P40056|GET2_YEAST	P40056	GET2_YEAST	GET2	285	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Golgi to ER traffic protein 2	1:Experimental evidence at protein level	9.47	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	8852974.0	8852974.0	8852974.0			
sp|P40069|IMB4_YEAST	P40069	IMB4_YEAST	KAP123	1113	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Importin subunit beta-4	1:Experimental evidence at protein level	25.52	1.0000	0.9990	0.00000000000000	25	25	25	36	36	36	7.3002096E7	7.3002096E7	7.3002096E7	3C(57.0215),8C(57.0215)		
sp|P40075|SCS2_YEAST	P40075	SCS2_YEAST	SCS2	244	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vesicle-associated membrane protein-associated protein SCS2	1:Experimental evidence at protein level	26.64	1.0000	0.9990	0.00000000000000	6	6	6	9	9	9	1.46196288E8	1.46196288E8	1.46196288E8			
sp|P40081|MGDP1_YEAST	P40081	MGDP1_YEAST	YER134C	178	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Putative magnesium-dependent phosphatase YER134C	1:Experimental evidence at protein level	11.80	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	8500790.0	8500790.0	8500790.0			
sp|P40087|DDI1_YEAST	P40087	DDI1_YEAST	DDI1	428	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	DNA damage-inducible protein 1	1:Experimental evidence at protein level	6.31	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.2804926E7	1.2804926E7	1.2804926E7			
sp|P40093|YEY6_YEAST	P40093	YEY6_YEAST	YER156C	338	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	MYG1 protein YER156C	1:Experimental evidence at protein level	14.79	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	2.2331098E7	2.2331098E7	2.2331098E7	8C(57.0215)		
sp|P40096|NCB1_YEAST	P40096	NCB1_YEAST	BUR6	142	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Negative cofactor 2 complex subunit alpha	1:Experimental evidence at protein level	19.72	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.743844E7	1.743844E7	1.743844E7			
sp|P40106|GPP2_YEAST	P40106	GPP2_YEAST	GPP2	250	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycerol-1-phosphate phosphohydrolase 2	1:Experimental evidence at protein level	40.80	1.0000	0.9990	0.00000000000000	10	6	6	22	10	10	6.2381715E8	1.27804544E8	1.27804544E8			
sp|P40150|SSB2_YEAST	P40150	SSB2_YEAST	SSB2	613	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribosome-associated molecular chaperone SSB2	1:Experimental evidence at protein level	52.53	1.0000	0.9990	0.00000000000000	26	2	2	138	10	10	1.35439322E9	1.81216512E8	1.81216512E8			
sp|P40159|YNU8_YEAST	P40159	YNU8_YEAST	YNL208W	199	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized protein YNL208W	1:Experimental evidence at protein level	61.31	1.0000	0.9990	0.00000000000000	6	6	6	9	9	9	5.6489136E7	5.6489136E7	5.6489136E7	N-term(42.0106)		
sp|P40165|NNRE_YEAST	P40165	NNRE_YEAST	NNR1	246	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	NAD(P)H-hydrate epimerase	1:Experimental evidence at protein level	10.98	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1.1534598E7	1.1534598E7	1.1534598E7			
sp|P40185|MMF1_YEAST	P40185	MMF1_YEAST	MMF1	145	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein MMF1, mitochondrial	1:Experimental evidence at protein level	55.86	1.0000	0.9990	0.00000000000000	6	6	6	27	27	27	4.50476608E8	4.50476608E8	4.50476608E8			
sp|P40202|CCS1_YEAST	P40202	CCS1_YEAST	CCS1	249	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Superoxide dismutase 1 copper chaperone	1:Experimental evidence at protein level	24.90	1.0000	0.9990	0.00000000000000	5	5	5	7	7	7	6.0893208E7	6.0893208E7	6.0893208E7	16C(57.0215),19C(57.0215)		
sp|P40212|RL13B_YEAST	P40212	RL13B_YEAST	RPL13B	199	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L13-B	1:Experimental evidence at protein level	46.73	1.0000	0.9990	0.00000000000000	8	0	8	46	0	46	7.591376E8	0	7.591376E8			sp|Q12690|RL13A_YEAST
sp|P40215|NDH1_YEAST	P40215	NDH1_YEAST	NDE1	560	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	External NADH-ubiquinone oxidoreductase 1, mitochondrial	1:Experimental evidence at protein level	11.79	1.0000	0.9990	0.00000000000000	10	9	10	8	7	8	3.1517014E7	3.0876068E7	3.1517014E7			
sp|P40217|EIF3I_YEAST	P40217	EIF3I_YEAST	TIF34	347	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Eukaryotic translation initiation factor 3 subunit I	1:Experimental evidence at protein level	42.07	1.0000	0.9990	0.00000000000000	11	11	11	15	15	15	7.7827928E7	7.7827928E7	7.7827928E7	18C(57.0215),8C(57.0215)		
sp|P40302|PSA6_YEAST	P40302	PSA6_YEAST	PRE5	234	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Proteasome subunit alpha type-6	1:Experimental evidence at protein level	51.71	1.0000	0.9990	0.00000000000000	11	11	11	12	12	12	7.576384E7	7.576384E7	7.576384E7	1C(57.0215),6C(57.0215)		
sp|P40303|PSA4_YEAST	P40303	PSA4_YEAST	PRE6	254	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Proteasome subunit alpha type-4	1:Experimental evidence at protein level	22.05	1.0000	0.9990	0.00000000000000	5	5	5	11	11	11	7.2252656E7	7.2252656E7	7.2252656E7	2C(57.0215),7C(57.0215),2C(57.0215),7C(57.0215),9C(57.0215)		
sp|P40312|CYB5_YEAST	P40312	CYB5_YEAST	CYB5	120	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cytochrome b5	1:Experimental evidence at protein level	6.67	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	1.1905803E7	1.1905803E7	1.1905803E7			
sp|P40319|ELO3_YEAST	P40319	ELO3_YEAST	ELO3	345	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Elongation of fatty acids protein 3	1:Experimental evidence at protein level	13.04	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	1.3375348E8	1.3375348E8	1.3375348E8			
sp|P40327|PRS4_YEAST	P40327	PRS4_YEAST	RPT2	437	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	26S proteasome regulatory subunit 4 homolog	1:Experimental evidence at protein level	14.42	1.0000	0.9990	0.00000000000000	8	8	8	7	7	7	6.5671764E7	6.5671764E7	6.5671764E7			
sp|P40364|MPM1_YEAST	P40364	MPM1_YEAST	MPM1	252	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial peculiar membrane protein 1	1:Experimental evidence at protein level	14.29	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	2.3873594E7	2.3873594E7	2.3873594E7			
sp|P40413|TCPE_YEAST	P40413	TCPE_YEAST	CCT5	562	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	T-complex protein 1 subunit epsilon	1:Experimental evidence at protein level	21.89	1.0000	0.9990	0.00000000000000	16	16	16	17	17	17	4.3824608E7	4.3824608E7	4.3824608E7	4C(57.0215),6C(57.0215),7C(57.0215),7C(57.0215)		
sp|P40414|TPM2_YEAST	P40414	TPM2_YEAST	TPM2	161	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Tropomyosin-2	1:Experimental evidence at protein level	49.07	1.0000	0.9990	0.00000000000000	9	9	9	9	9	9	4.9841684E7	4.9841684E7	4.9841684E7			
sp|P40459|PANC_YEAST	P40459	PANC_YEAST	PAN6	309	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Pantoate--beta-alanine ligase	1:Experimental evidence at protein level	5.50	1.0000	0.9990	0.00000000000000	3	2	3	2	1	2	8117066.0	4479875.0	8117066.0			
sp|P40462|TM108_YEAST	P40462	TM108_YEAST	TMA108	946	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein TMA108	1:Experimental evidence at protein level	4.76	1.0000	0.9990	0.00000000000000	6	6	6	4	4	4	1.3681988E7	1.3681988E7	1.3681988E7	N-term(42.0106)		
sp|P40471|AYR1_YEAST	P40471	AYR1_YEAST	AYR1	297	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	1:Experimental evidence at protein level	11.11	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.9337052E7	1.9337052E7	1.9337052E7			
sp|P40482|SEC24_YEAST	P40482	SEC24_YEAST	SEC24	926	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein transport protein SEC24	1:Experimental evidence at protein level	21.60	1.0000	0.9990	0.00000000000000	19	19	19	23	23	23	2.52300608E8	2.52300608E8	2.52300608E8	6C(57.0215)		
sp|P40483|YIK8_YEAST	P40483	YIK8_YEAST	YIL108W	696	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Putative zinc metalloproteinase YIL108W	1:Experimental evidence at protein level	2.44	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	4789381.0	4789381.0	4789381.0			
sp|P40495|LYS12_YEAST	P40495	LYS12_YEAST	LYS12	371	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Homoisocitrate dehydrogenase, mitochondrial	1:Experimental evidence at protein level	34.77	1.0000	0.9990	0.00000000000000	12	12	12	19	19	19	5.4585416E7	5.4585416E7	5.4585416E7			
sp|P40509|COPE_YEAST	P40509	COPE_YEAST	SEC28	296	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Coatomer subunit epsilon	1:Experimental evidence at protein level	16.55	1.0000	0.9990	0.00000000000000	4	4	4	7	7	7	4.0978952E7	4.0978952E7	4.0978952E7	11C(57.0215)		
sp|P40510|SER33_YEAST	P40510	SER33_YEAST	SER33	469	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	D-3-phosphoglycerate dehydrogenase 2	1:Experimental evidence at protein level	28.78	1.0000	0.9990	0.00000000000000	11	3	3	13	3	3	3.958858E7	2.9769404E7	2.9769404E7			
sp|P40513|MAM33_YEAST	P40513	MAM33_YEAST	MAM33	266	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial acidic protein MAM33	1:Experimental evidence at protein level	7.89	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	2.2949494E7	2.2949494E7	2.2949494E7			
sp|P40518|ARPC5_YEAST	P40518	ARPC5_YEAST	ARC15	154	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Actin-related protein 2/3 complex subunit 5	1:Experimental evidence at protein level	62.34	1.0000	0.9990	0.00000000000000	8	8	8	13	13	13	4.9759744E7	4.9759744E7	4.9759744E7			
sp|P40525|RL34B_YEAST	P40525	RL34B_YEAST	RPL34B	121	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L34-B	1:Experimental evidence at protein level	32.23	1.0000	0.9990	0.00000000000000	5	0	5	15	0	15	6.6710022E8	0	6.6710022E8	1C(57.0215),4C(57.0215),1C(57.0215),4C(57.0215),1C(57.0215),4C(57.0215),1C(57.0215),4C(57.0215)		sp|P87262|RL34A_YEAST
sp|P40531|GVP36_YEAST	P40531	GVP36_YEAST	GVP36	326	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein GVP36	1:Experimental evidence at protein level	28.83	1.0000	0.9990	0.00000000000000	9	9	9	15	15	15	1.58438496E8	1.58438496E8	1.58438496E8	8C(57.0215)		
sp|P40540|EMC5_YEAST	P40540	EMC5_YEAST	EMC5	141	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ER membrane protein complex subunit 5	1:Experimental evidence at protein level	15.60	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	2.5004124E7	2.5004124E7	2.5004124E7			
sp|P40553|DOT5_YEAST	P40553	DOT5_YEAST	DOT5	215	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Peroxiredoxin DOT5	1:Experimental evidence at protein level	15.35	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	2.4673522E7	2.4673522E7	2.4673522E7			
sp|P40561|SGN1_YEAST	P40561	SGN1_YEAST	SGN1	250	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	RNA-binding protein SGN1	1:Experimental evidence at protein level	16.00	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.2537532E7	1.2537532E7	1.2537532E7			
sp|P40580|BZRD_YEAST	P40580	BZRD_YEAST	IRC24	263	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Benzil reductase ((S)-benzoin forming) IRC24	1:Experimental evidence at protein level	21.67	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	3.2357918E7	3.2357918E7	3.2357918E7			
sp|P40581|GPX3_YEAST	P40581	GPX3_YEAST	HYR1	163	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glutathione peroxidase-like peroxiredoxin HYR1	1:Experimental evidence at protein level	41.10	1.0000	0.9990	0.00000000000000	6	4	4	12	8	8	1.32222064E8	9.2375136E7	9.2375136E7			
sp|P40582|GST1_YEAST	P40582	GST1_YEAST	GTT1	234	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glutathione S-transferase 1	1:Experimental evidence at protein level	23.93	1.0000	0.9990	0.00000000000000	5	5	5	7	7	7	5.6047044E7	5.6047044E7	5.6047044E7			
sp|P40825|SYA_YEAST	P40825	SYA_YEAST	ALA1	983	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Alanine--tRNA ligase, mitochondrial	1:Experimental evidence at protein level	32.55	1.0000	0.9990	0.00000000000000	31	31	31	45	45	45	2.75160928E8	2.75160928E8	2.75160928E8	12C(57.0215),15C(57.0215),12C(57.0215),15C(57.0215),5C(57.0215)		
sp|P40893|REE1_YEAST	P40893	REE1_YEAST	REE1	198	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Regulation of enolase protein 1	1:Experimental evidence at protein level	40.40	1.0000	0.9990	0.00000000000000	7	7	7	10	10	10	4.3131072E7	4.3131072E7	4.3131072E7	17C(57.0215)		
sp|P40961|PHB1_YEAST	P40961	PHB1_YEAST	PHB1	287	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Prohibitin-1	1:Experimental evidence at protein level	20.91	1.0000	0.9990	0.00000000000000	7	7	7	8	8	8	4.2651268E7	4.2651268E7	4.2651268E7			
sp|P40970|LCB2_YEAST	P40970	LCB2_YEAST	LCB2	561	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Serine palmitoyltransferase 2	1:Experimental evidence at protein level	16.22	1.0000	0.9990	0.00000000000000	8	8	8	10	10	10	2.5279588E7	2.5279588E7	2.5279588E7	1C(57.0215),1C(57.0215),4C(57.0215),4C(57.0215)		
sp|P40989|FKS2_YEAST	P40989	FKS2_YEAST	GSC2	1895	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1,3-beta-glucan synthase component GSC2	1:Experimental evidence at protein level	12.98	1.0000	0.9990	0.00000000000000	23	10	23	20	9	20	1.65713568E8	1.58574096E8	1.65713568E8	11C(57.0215),1C(57.0215),18C(57.0215)		
sp|P40991|NOP2_YEAST	P40991	NOP2_YEAST	NOP2	618	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	25S rRNA (cytosine(2870)-C(5))-methyltransferase	1:Experimental evidence at protein level	4.53	1.0000	0.9990	0.00000000000000	4	4	4	3	3	3	1.7293388E7	1.7293388E7	1.7293388E7			
sp|P41057|RS29A_YEAST	P41057	RS29A_YEAST	RPS29A	56	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S29-A	1:Experimental evidence at protein level	64.29	1.0000	0.9990	0.00000000000000	4	3	3	24	14	14	4.12623104E8	4.12623104E8	4.12623104E8	2C(57.0215),2C(57.0215),6C(57.0215),6C(57.0215)		
sp|P41058|RS29B_YEAST	P41058	RS29B_YEAST	RPS29B	56	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S29-B	1:Experimental evidence at protein level	64.29	1.0000	0.9990	0.00000000000000	4	3	4	25	15	25	2.7159968E8	2.43043744E8	2.7159968E8	2C(57.0215),2C(57.0215),6C(57.0215),N-term(42.0106)		
sp|P41277|GPP1_YEAST	P41277	GPP1_YEAST	GPP1	250	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycerol-1-phosphate phosphohydrolase 1	1:Experimental evidence at protein level	48.00	1.0000	0.9990	0.00000000000000	11	7	11	51	39	51	1.1556247E9	7.9202982E8	1.1556247E9	2C(57.0215),2C(57.0215)		
sp|P41338|ERG10_YEAST	P41338	ERG10_YEAST	ERG10	398	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Acetyl-CoA acetyltransferase	1:Experimental evidence at protein level	35.68	1.0000	0.9990	0.00000000000000	11	11	11	22	22	22	1.59769408E8	1.59769408E8	1.59769408E8	2C(57.0215)		
sp|P41543|OST1_YEAST	P41543	OST1_YEAST	OST1	476	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1:Experimental evidence at protein level	3.57	1.0000	0.9990	0.00000000000000	4	4	4	2	2	2	2.6945124E7	2.6945124E7	2.6945124E7			
sp|P41805|RL10_YEAST	P41805	RL10_YEAST	RPL10	221	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L10	1:Experimental evidence at protein level	37.56	1.0000	0.9990	0.00000000000000	9	9	9	53	53	53	6.8746086E8	6.8746086E8	6.8746086E8	4C(57.0215),4C(57.0215)		
sp|P41807|VATH_YEAST	P41807	VATH_YEAST	VMA13	478	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	V-type proton ATPase subunit H	1:Experimental evidence at protein level	39.33	1.0000	0.9990	0.00000000000000	16	16	16	33	33	33	1.30422656E8	1.30422656E8	1.30422656E8	17C(57.0215),3C(57.0215)		
sp|P41810|COPB_YEAST	P41810	COPB_YEAST	SEC26	973	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Coatomer subunit beta	1:Experimental evidence at protein level	18.50	1.0000	0.9990	0.00000000000000	18	18	18	19	19	19	5.5504368E7	5.5504368E7	5.5504368E7	4C(57.0215)		
sp|P41811|COPB2_YEAST	P41811	COPB2_YEAST	SEC27	889	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Coatomer subunit beta'	1:Experimental evidence at protein level	38.36	1.0000	0.9990	0.00000000000000	25	25	25	36	36	36	9.8682848E7	9.8682848E7	9.8682848E7	1C(57.0215),3C(57.0215),9C(57.0215)		
sp|P41818|GLC8_YEAST	P41818	GLC8_YEAST	GLC8	229	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein GLC8	1:Experimental evidence at protein level	24.45	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	3.063603E7	3.063603E7	3.063603E7			
sp|P41911|GPD2_YEAST	P41911	GPD2_YEAST	GPD2	440	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial	1:Experimental evidence at protein level	17.50	1.0000	0.9990	0.00000000000000	6	5	5	11	9	9	4.100356E7	3.4918576E7	3.4918576E7			
sp|P41920|YRB1_YEAST	P41920	YRB1_YEAST	YRB1	201	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ran-specific GTPase-activating protein 1	1:Experimental evidence at protein level	25.87	1.0000	0.9990	0.00000000000000	4	4	4	12	12	12	6.7168752E7	6.7168752E7	6.7168752E7	N-term(42.0106)		
sp|P41921|GSHR_YEAST	P41921	GSHR_YEAST	GLR1	483	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glutathione reductase	1:Experimental evidence at protein level	45.34	1.0000	0.9990	0.00000000000000	16	16	16	34	34	34	1.12000008E8	1.12000008E8	1.12000008E8	3C(57.0215),4C(57.0215),6C(57.0215)		
sp|P41940|MPG1_YEAST	P41940	MPG1_YEAST	PSA1	361	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mannose-1-phosphate guanyltransferase	1:Experimental evidence at protein level	36.29	1.0000	0.9990	0.00000000000000	13	13	13	40	40	40	3.25449504E8	3.25449504E8	3.25449504E8	5C(57.0215)		
sp|P42846|KRI1_YEAST	P42846	KRI1_YEAST	KRI1	591	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein KRI1	1:Experimental evidence at protein level	1.69	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	8041358.0	8041358.0	8041358.0			
sp|P42940|ETFB_YEAST	P42940	ETFB_YEAST	CIR1	261	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Probable electron transfer flavoprotein subunit beta	1:Experimental evidence at protein level	13.41	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	2.594615E7	2.594615E7	2.594615E7			
sp|P42941|SERB_YEAST	P42941	SERB_YEAST	SER2	309	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Phosphoserine phosphatase	1:Experimental evidence at protein level	11.65	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	2.3747124E7	2.3747124E7	2.3747124E7	10C(57.0215),5C(57.0215)		
sp|P42942|YG4I_YEAST	P42942	YG4I_YEAST	YGR210C	411	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized GTP-binding protein YGR210C	1:Experimental evidence at protein level	1.70	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	5019819.5	5019819.5	5019819.5			
sp|P42943|TCPH_YEAST	P42943	TCPH_YEAST	CCT7	550	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	T-complex protein 1 subunit eta	1:Experimental evidence at protein level	17.45	1.0000	0.9990	0.00000000000000	10	10	10	12	12	12	5.6255748E7	5.6255748E7	5.6255748E7	7C(57.0215)		
sp|P43123|UAP1_YEAST	P43123	UAP1_YEAST	QRI1	477	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	UDP-N-acetylglucosamine pyrophosphorylase	1:Experimental evidence at protein level	14.05	1.0000	0.9990	0.00000000000000	9	9	9	6	6	6	3.084744E7	3.084744E7	3.084744E7	2C(57.0215),5C(57.0215)		
sp|P43535|GCN20_YEAST	P43535	GCN20_YEAST	GCN20	752	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein GCN20	1:Experimental evidence at protein level	12.37	1.0000	0.9990	0.00000000000000	10	10	10	14	14	14	3.0868264E7	3.0868264E7	3.0868264E7			
sp|P43555|EMP47_YEAST	P43555	EMP47_YEAST	EMP47	445	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein EMP47	1:Experimental evidence at protein level	8.99	1.0000	0.9990	0.00000000000000	5	5	5	3	3	3	2.5071524E7	2.5071524E7	2.5071524E7	9C(57.0215)		
sp|P43577|GNA1_YEAST	P43577	GNA1_YEAST	GNA1	159	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glucosamine 6-phosphate N-acetyltransferase	1:Experimental evidence at protein level	10.06	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	2.850465E7	2.850465E7	2.850465E7	5C(57.0215)		
sp|P43582|WWM1_YEAST	P43582	WWM1_YEAST	WWM1	211	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	WW domain-containing protein WWM1	1:Experimental evidence at protein level	43.60	1.0000	0.9990	0.00000000000000	5	5	5	7	7	7	8.0735344E7	8.0735344E7	8.0735344E7			
sp|P43585|VTC2_YEAST	P43585	VTC2_YEAST	VTC2	828	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vacuolar transporter chaperone complex subunit 2	1:Experimental evidence at protein level	23.07	1.0000	0.9990	0.00000000000000	19	17	17	19	16	16	4.3595392E7	4.0980452E7	4.0980452E7			
sp|P43588|RPN11_YEAST	P43588	RPN11_YEAST	RPN11	306	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ubiquitin carboxyl-terminal hydrolase RPN11	1:Experimental evidence at protein level	29.41	1.0000	0.9990	0.00000000000000	10	10	10	11	11	11	4.8435368E7	4.8435368E7	4.8435368E7			
sp|P43590|YFH6_YEAST	P43590	YFH6_YEAST	YFR006W	535	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized peptidase YFR006W	1:Experimental evidence at protein level	11.03	1.0000	0.9990	0.00000000000000	6	6	6	5	5	5	1.9211254E7	1.9211254E7	1.9211254E7	11C(57.0215),14C(57.0215),8C(57.0215),9C(57.0215)		
sp|P43593|UBP6_YEAST	P43593	UBP6_YEAST	UBP6	499	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ubiquitin carboxyl-terminal hydrolase 6	1:Experimental evidence at protein level	19.84	1.0000	0.9990	0.00000000000000	9	9	9	9	9	9	5.1166944E7	5.1166944E7	5.1166944E7	1C(57.0215)		
